"mesh","umls"
"animals","Animal"
"animals, domestic","Animal"
"animals, laboratory","Animal"
"animals, newborn","Animal"
"animals, zoo","Animal"
"anions","Element, Ion, or Isotope"
"anisakiasis","Disease or Syndrome"
"anisakis","Eukaryote"
"anisoles","Organic Chemical"
"ankle","Body Location or Region"
"ankle injuries","Injury or Poisoning"
"annexin a1","Amino Acid, Peptide, or Protein"
"annexin a1","Biologically Active Substance"
"annexin a1","Pharmacologic Substance"
"annexin a5","Amino Acid, Peptide, or Protein"
"annexin a5","Biologically Active Substance"
"annexins","Amino Acid, Peptide, or Protein"
"annexins","Biologically Active Substance"
"anniversaries and special events","Event"
"anorexia nervosa","Disease or Syndrome"
"antacids","Pharmacologic Substance"
"antazoline","Organic Chemical"
"antazoline","Pharmacologic Substance"
"anthelmintics","Pharmacologic Substance"
"anthracenes","Organic Chemical"
"anthracosilicosis","Disease or Syndrome"
"anthraquinones","Organic Chemical"
"anthraquinones","Pharmacologic Substance"
"anthropometry","Research Activity"
"anti-allergic agents","Pharmacologic Substance"
"anti-anxiety agents","Pharmacologic Substance"
"anti-arrhythmia agents","Pharmacologic Substance"
"anti-asthmatic agents","Pharmacologic Substance"
"anti-bacterial agents","Antibiotic"
"anti-dyskinesia agents","Pharmacologic Substance"
"anti-glomerular basement membrane disease","Disease or Syndrome"
"anti-hiv agents","Pharmacologic Substance"
"anti-infective agents","Pharmacologic Substance"
"anti-infective agents, local","Pharmacologic Substance"
"anti-inflammatory agents","Pharmacologic Substance"
"anti-inflammatory agents, non-steroidal","Pharmacologic Substance"
"anti-ulcer agents","Pharmacologic Substance"
"antibiotic prophylaxis","Therapeutic or Preventive Procedure"
"antibiotics, antineoplastic","Antibiotic"
"antibiotics, antitubercular","Antibiotic"
"antibodies","Amino Acid, Peptide, or Protein"
"antibodies","Immunologic Factor"
"antibodies, anti-idiotypic","Amino Acid, Peptide, or Protein"
"antibodies, anti-idiotypic","Immunologic Factor"
"antibodies, antineutrophil cytoplasmic","Immunologic Factor"
"antibodies, antinuclear","Amino Acid, Peptide, or Protein"
"antibodies, antinuclear","Immunologic Factor"
"antibodies, bacterial","Amino Acid, Peptide, or Protein"
"antibodies, bacterial","Immunologic Factor"
"antibodies, blocking","Amino Acid, Peptide, or Protein"
"antibodies, blocking","Immunologic Factor"
"antibodies, blocking","Indicator, Reagent, or Diagnostic Aid"
"antibodies, fungal","Amino Acid, Peptide, or Protein"
"antibodies, fungal","Immunologic Factor"
"antibodies, helminth","Immunologic Factor"
"antibodies, monoclonal","Amino Acid, Peptide, or Protein"
"antibodies, monoclonal","Immunologic Factor"
"antibodies, monoclonal, humanized","Amino Acid, Peptide, or Protein"
"antibodies, monoclonal, humanized","Immunologic Factor"
"antibodies, monoclonal, murine-derived","Amino Acid, Peptide, or Protein"
"antibodies, monoclonal, murine-derived","Immunologic Factor"
"antibodies, protozoan","Immunologic Factor"
"antibodies, viral","Amino Acid, Peptide, or Protein"
"antibodies, viral","Immunologic Factor"
"antibody affinity","Molecular Function"
"antibody formation","Biologic Function"
"antibody specificity","Molecular Function"
"antibody-dependent cell cytotoxicity","Cell Function"
"anticarcinogenic agents","Pharmacologic Substance"
"anticholesteremic agents","Pharmacologic Substance"
"anticoagulants","Pharmacologic Substance"
"anticonvulsants","Pharmacologic Substance"
"antidepressive agents","Pharmacologic Substance"
"antidepressive agents, second-generation","Pharmacologic Substance"
"antidepressive agents, tricyclic","Pharmacologic Substance"
"antidotes","Pharmacologic Substance"
"antiemetics","Pharmacologic Substance"
"antifibrinolytic agents","Pharmacologic Substance"
"antifungal agents","Pharmacologic Substance"
"antigen presentation","Cell Function"
"antigen-antibody complex","Amino Acid, Peptide, or Protein"
"antigen-antibody complex","Immunologic Factor"
"antigen-antibody reactions","Molecular Function"
"antigen-presenting cells","Cell"
"antigens","Immunologic Factor"
"antigens, bacterial","Immunologic Factor"
"antigens, cd","Immunologic Factor"
"antigens, cd1","Amino Acid, Peptide, or Protein"
"antigens, cd1","Immunologic Factor"
"antigens, cd11","Amino Acid, Peptide, or Protein"
"antigens, cd11","Immunologic Factor"
"antigens, cd11","Receptor"
"antigens, cd11a","Amino Acid, Peptide, or Protein"
"antigens, cd11a","Immunologic Factor"
"antigens, cd11b","Amino Acid, Peptide, or Protein"
"antigens, cd11b","Immunologic Factor"
"antigens, cd11b","Receptor"
"antigens, cd11c","Amino Acid, Peptide, or Protein"
"antigens, cd11c","Immunologic Factor"
"antigens, cd11c","Receptor"
"antigens, cd13","Amino Acid, Peptide, or Protein"
"antigens, cd13","Enzyme"
"antigens, cd13","Immunologic Factor"
"antigens, cd14","Amino Acid, Peptide, or Protein"
"antigens, cd14","Immunologic Factor"
"antigens, cd14","Receptor"
"antigens, cd146","Amino Acid, Peptide, or Protein"
"antigens, cd146","Immunologic Factor"
"antigens, cd15","Immunologic Factor"
"antigens, cd15","Organic Chemical"
"antigens, cd18","Amino Acid, Peptide, or Protein"
"antigens, cd18","Immunologic Factor"
"antigens, cd18","Receptor"
"antigens, cd19","Amino Acid, Peptide, or Protein"
"antigens, cd19","Immunologic Factor"
"antigens, cd2","Amino Acid, Peptide, or Protein"
"antigens, cd2","Immunologic Factor"
"antigens, cd2","Receptor"
"antigens, cd20","Amino Acid, Peptide, or Protein"
"antigens, cd20","Immunologic Factor"
"antigens, cd27","Amino Acid, Peptide, or Protein"
"antigens, cd27","Immunologic Factor"
"antigens, cd27","Receptor"
"antigens, cd28","Amino Acid, Peptide, or Protein"
"antigens, cd28","Immunologic Factor"
"antigens, cd28","Receptor"
"antigens, cd29","Amino Acid, Peptide, or Protein"
"antigens, cd29","Immunologic Factor"
"antigens, cd3","Amino Acid, Peptide, or Protein"
"antigens, cd3","Immunologic Factor"
"antigens, cd30","Amino Acid, Peptide, or Protein"
"antigens, cd30","Immunologic Factor"
"antigens, cd31","Amino Acid, Peptide, or Protein"
"antigens, cd31","Immunologic Factor"
"antigens, cd34","Amino Acid, Peptide, or Protein"
"antigens, cd34","Immunologic Factor"
"antigens, cd36","Amino Acid, Peptide, or Protein"
"antigens, cd36","Immunologic Factor"
"antigens, cd36","Receptor"
"antigens, cd38","Amino Acid, Peptide, or Protein"
"antigens, cd4","Amino Acid, Peptide, or Protein"
"antigens, cd4","Immunologic Factor"
"antigens, cd4","Receptor"
"antigens, cd40","Amino Acid, Peptide, or Protein"
"antigens, cd40","Immunologic Factor"
"antigens, cd40","Receptor"
"antigens, cd44","Amino Acid, Peptide, or Protein"
"antigens, cd44","Immunologic Factor"
"antigens, cd44","Receptor"
"antigens, cd45","Amino Acid, Peptide, or Protein"
"antigens, cd45","Enzyme"
"antigens, cd45","Immunologic Factor"
"antigens, cd46","Amino Acid, Peptide, or Protein"
"antigens, cd46","Immunologic Factor"
"antigens, cd55","Amino Acid, Peptide, or Protein"
"antigens, cd55","Immunologic Factor"
"antigens, cd56","Amino Acid, Peptide, or Protein"
"antigens, cd56","Immunologic Factor"
"antigens, cd63","Amino Acid, Peptide, or Protein"
"antigens, cd63","Immunologic Factor"
"antigens, cd8","Immunologic Factor"
"antigens, cd80","Amino Acid, Peptide, or Protein"
"antigens, cd80","Immunologic Factor"
"antigens, cd86","Amino Acid, Peptide, or Protein"
"antigens, cd86","Immunologic Factor"
"antigens, cd9","Amino Acid, Peptide, or Protein"
"antigens, cd9","Immunologic Factor"
"antigens, cd95","Amino Acid, Peptide, or Protein"
"antigens, cd95","Immunologic Factor"
"antigens, cd95","Receptor"
"antigens, dermatophagoides","Amino Acid, Peptide, or Protein"
"antigens, dermatophagoides","Immunologic Factor"
"antigens, differentiation","Immunologic Factor"
"antigens, differentiation, b-lymphocyte","Immunologic Factor"
"antigens, differentiation, myelomonocytic","Amino Acid, Peptide, or Protein"
"antigens, differentiation, myelomonocytic","Immunologic Factor"
"antigens, differentiation, t-lymphocyte","Amino Acid, Peptide, or Protein"
"antigens, differentiation, t-lymphocyte","Immunologic Factor"
"antigens, fungal","Immunologic Factor"
"antigens, helminth","Immunologic Factor"
"antigens, neoplasm","Immunologic Factor"
"antigens, plant","Immunologic Factor"
"antigens, protozoan","Immunologic Factor"
"antigens, surface","Immunologic Factor"
"antigens, tumor-associated, carbohydrate","Immunologic Factor"
"antigens, tumor-associated, carbohydrate","Organic Chemical"
"antigens, viral","Immunologic Factor"
"antihypertensive agents","Pharmacologic Substance"
"antimalarials","Pharmacologic Substance"
"antimanic agents","Pharmacologic Substance"
"antimetabolites","Pharmacologic Substance"
"antimicrobial cationic peptides","Amino Acid, Peptide, or Protein"
"antimicrobial cationic peptides","Immunologic Factor"
"antimutagenic agents","Chemical Viewed Functionally"
"antinematodal agents","Pharmacologic Substance"
"antineoplastic agents","Organic Chemical"
"antineoplastic agents","Pharmacologic Substance"
"antineoplastic agents, alkylating","Pharmacologic Substance"
"antineoplastic agents, hormonal","Pharmacologic Substance"
"antineoplastic combined chemotherapy protocols","Therapeutic or Preventive Procedure"
"antioxidants","Pharmacologic Substance"
"antiphospholipid syndrome","Disease or Syndrome"
"antipruritics","Pharmacologic Substance"
"antipsychotic agents","Pharmacologic Substance"
"antipyrine","Organic Chemical"
"antipyrine","Pharmacologic Substance"
"antiretroviral therapy, highly active","Therapeutic or Preventive Procedure"
"antirheumatic agents","Pharmacologic Substance"
"antithrombin iii","Amino Acid, Peptide, or Protein"
"antithrombin iii","Pharmacologic Substance"
"antithrombin iii deficiency","Disease or Syndrome"
"antithyroid agents","Hormone"
"antithyroid agents","Pharmacologic Substance"
"antitubercular agents","Pharmacologic Substance"
"antitussive agents","Pharmacologic Substance"
"antivenins","Amino Acid, Peptide, or Protein"
"antivenins","Immunologic Factor"
"antivenins","Pharmacologic Substance"
"antiviral agents","Pharmacologic Substance"
"anura","Amphibian"
"anuria","Disease or Syndrome"
"anus diseases","Disease or Syndrome"
"anus, imperforate","Congenital Abnormality"
"anxiety","Finding"
"anxiety disorders","Mental or Behavioral Dysfunction"
"anxiety, separation","Mental or Behavioral Dysfunction"
"aorta","Body Part, Organ, or Organ Component"
"aorta, thoracic","Body Part, Organ, or Organ Component"
"aortic aneurysm","Disease or Syndrome"
"aortic aneurysm, abdominal","Disease or Syndrome"
"aortic aneurysm, thoracic","Disease or Syndrome"
"aortic bodies","Body Part, Organ, or Organ Component"
"aortic coarctation","Congenital Abnormality"
"aortic diseases","Disease or Syndrome"
"aortic rupture","Disease or Syndrome"
"aortic valve","Body Part, Organ, or Organ Component"
"aortic valve insufficiency","Disease or Syndrome"
"aortic valve stenosis","Disease or Syndrome"
"aortography","Diagnostic Procedure"
"apache","Intellectual Product"
"aphasia","Mental or Behavioral Dysfunction"
"aphonia","Sign or Symptom"
"apiaceae","Plant"
"apium graveolens","Plant"
"apnea","Pathologic Function"
"apoferritins","Amino Acid, Peptide, or Protein"
"apoferritins","Biologically Active Substance"
"apolipoprotein a-i","Amino Acid, Peptide, or Protein"
"apolipoprotein a-i","Biologically Active Substance"
"apolipoproteins a","Amino Acid, Peptide, or Protein"
"apolipoproteins a","Biologically Active Substance"
"apoptosis","Cell Function"
"apoptosis regulatory proteins","Amino Acid, Peptide, or Protein"
"apoptosis regulatory proteins","Biologically Active Substance"
"aporphines","Organic Chemical"
"appendectomy","Therapeutic or Preventive Procedure"
"appendicitis","Disease or Syndrome"
"appendix","Body Part, Organ, or Organ Component"
"appetite","Organism Function"
"appetite depressants","Pharmacologic Substance"
"appointments and schedules","Temporal Concept"
"apraxia, ideomotor","Mental or Behavioral Dysfunction"
"apraxias","Mental or Behavioral Dysfunction"
"aprotinin","Amino Acid, Peptide, or Protein"
"aprotinin","Biologically Active Substance"
"aprotinin","Pharmacologic Substance"
"aptitude","Mental Process"
"aptitude tests","Diagnostic Procedure"
"apyrase","Amino Acid, Peptide, or Protein"
"apyrase","Enzyme"
"aquaculture","Occupational Activity"
"aquaporin 4","Amino Acid, Peptide, or Protein"
"aquaporin 4","Biologically Active Substance"
"arabidopsis","Plant"
"arabs","Population Group"
"arachidonate 12-lipoxygenase","Amino Acid, Peptide, or Protein"
"arachidonate 12-lipoxygenase","Enzyme"
"arachidonate 15-lipoxygenase","Amino Acid, Peptide, or Protein"
"arachidonate 15-lipoxygenase","Enzyme"
"arachidonate 5-lipoxygenase","Amino Acid, Peptide, or Protein"
"arachidonate 5-lipoxygenase","Enzyme"
"arachidonate lipoxygenases","Amino Acid, Peptide, or Protein"
"arachidonate lipoxygenases","Enzyme"
"arachidonic acid","Organic Chemical"
"arachidonic acids","Organic Chemical"
"arachis","Plant"
"arachnida","Eukaryote"
"arachnodactyly","Congenital Abnormality"
"area under curve","Quantitative Concept"
"areca","Plant"
"arecoline","Organic Chemical"
"arecoline","Pharmacologic Substance"
"argentina","Geographic Area"
"arginase","Amino Acid, Peptide, or Protein"
"arginase","Enzyme"
"arginine","Amino Acid, Peptide, or Protein"
"arginine","Biologically Active Substance"
"arginine","Pharmacologic Substance"
"arginine kinase","Amino Acid, Peptide, or Protein"
"arginine kinase","Enzyme"
"arginine vasopressin","Amino Acid, Peptide, or Protein"
"arginine vasopressin","Hormone"
"arginine vasopressin","Pharmacologic Substance"
"argon","Element, Ion, or Isotope"
"argon plasma coagulation","Therapeutic or Preventive Procedure"
"arizona","Geographic Area"
"arkansas","Geographic Area"
"arm","Geographic Area"
"armenia","Geographic Area"
"arnold-chiari malformation","Congenital Abnormality"
"aromatase inhibitors","Pharmacologic Substance"
"arousal","Mental Process"
"arrhythmia, sinus","Finding"
"arrhythmias, cardiac","Finding"
"arrhythmogenic right ventricular dysplasia","Congenital Abnormality"
"arrhythmogenic right ventricular dysplasia","Disease or Syndrome"
"arsenic","Element, Ion, or Isotope"
"arsenic","Hazardous or Poisonous Substance"
"arsenic","Pharmacologic Substance"
"arsenic poisoning","Injury or Poisoning"
"arsenicals","Chemical Viewed Structurally"
"arsenites","Chemical Viewed Structurally"
"art","Occupation or Discipline"
"artemia","Eukaryote"
"artemisia","Plant"
"arteries","Body Part, Organ, or Organ Component"
"arterioles","Body Part, Organ, or Organ Component"
"arteriosclerosis","Disease or Syndrome"
"arteriosclerosis obliterans","Disease or Syndrome"
"arteriovenous anastomosis","Body Part, Organ, or Organ Component"
"arteriovenous fistula","Anatomical Abnormality"
"arteriovenous shunt, surgical","Therapeutic or Preventive Procedure"
"arteritis","Pathologic Function"
"arthralgia","Sign or Symptom"
"arthritis","Disease or Syndrome"
"arthritis, experimental","Experimental Model of Disease"
"arthritis, psoriatic","Disease or Syndrome"
"arthritis, reactive","Disease or Syndrome"
"arthritis, rheumatoid","Disease or Syndrome"
"arthrodermataceae","Fungus"
"arthrogryposis","Disease or Syndrome"
"arthroplasty, replacement","Therapeutic or Preventive Procedure"
"arthroplasty, replacement, hip","Therapeutic or Preventive Procedure"
